Case 1: Area 3845883.2343749995, Perimeter 7844.4
Case 3128: Area 3739884.36206, Perimeter 7736.112
Case 3129: Area 3671402.613644, Perimeter 7665.84
Case 3130: Area 3489174.933564, Perimeter 7473.382
Case 3131: Area 3242189.255616, Perimeter 7204.1
Case 3132: Area 3886981.4256689996, Perimeter 7886.26
Case 3133: Area 3936367.6828500004, Perimeter 7936.150000000001
Case 3134: Area 3747857.158472, Perimeter 7744.614
Case 3135: Area 3808606.7445239997, Perimeter 7806.29
Case 3136: Area 2429185.228944, Perimeter 6245.302
Case 3137: Area 3668462.9082359998, Perimeter 7666.874
Case 3138: Area 3730098.3064510003, Perimeter 7725.896000000001
Case 3139: Area 3782390.9058320005, Perimeter 7780.044
Case 3140: Area 3855840.3464189996, Perimeter 7854.5199999999995
Case 3141: Area 3671651.2232399997, Perimeter 7664.626
Case 3142: Area 3298849.054539, Perimeter 7265.5599999999995
Case 3143: Area 3809136.790824, Perimeter 7807.028
Case 3144: Area 3855064.1809679996, Perimeter 7854.691999999999
Case 3145: Area 3927759.148666, Perimeter 7927.43
Case 3146: Area 3743801.576905, Perimeter 7740.404
Case 3147: Area 3310985.06361, Perimeter 7291.554
Case 3148: Area 3535251.779914, Perimeter 7524.682000000001
Case 3149: Area 3754316.3040899998, Perimeter 7750.4619999999995
Case 3150: Area 2257976.283228, Perimeter 6025.0419999999995
Case 3151: Area 3877985.9002259998, Perimeter 7877.11
Case 3152: Area 3671614.8261999995, Perimeter 7664.709999999999
Case 3153: Area 3498293.601699, Perimeter 7481.528
Case 3154: Area 3158171.882436, Perimeter 7108.51
Case 3155: Area 3830280.9442049996, Perimeter 7829.596
Case 3156: Area 3771512.5265, Perimeter 7768.206
Case 3157: Area 3563700.392967, Perimeter 7556.1759999999995
Case 3158: Area 3848411.543916, Perimeter 7846.966
Case 3159: Area 3371231.318466, Perimeter 7347.49
Case 3160: Area 3243691.7682580003, Perimeter 7215.142
Case 3161: Area 3887206.600803, Perimeter 7886.407999999999
Case 3162: Area 3914211.5893849996, Perimeter 7913.748
Case 3163: Area 2463164.190123, Perimeter 6291.448
Case 3164: Area 3915411.1461030003, Perimeter 7914.992
Case 3165: Area 3707946.06039, Perimeter 7702.746
Case 3166: Area 3440452.1178939994, Perimeter 7420.389999999999
Case 3167: Area 3589384.52838, Perimeter 7578.272
Case 3168: Area 3429447.196698, Perimeter 7413.282
Case 3169: Area 3709683.520916, Perimeter 7704.216
Case 3170: Area 3883115.275, Perimeter 7882.364
Case 3171: Area 3520027.8539299998, Perimeter 7506.258
Case 3172: Area 3926045.2092800005, Perimeter 7925.7480000000005
Case 3173: Area 2285704.8437920003, Perimeter 6051.094000000001
Case 3174: Area 3854303.94741, Perimeter 7852.954
Case 3175: Area 3631097.541805, Perimeter 7622.692
Case 3176: Area 3752670.451072, Perimeter 7748.936
Case 3177: Area 3904382.11716, Perimeter 7903.892
Case 3178: Area 3369775.929936, Perimeter 7344.176
Case 3179: Area 3752572.019278, Perimeter 7749.4220000000005
Case 3180: Area 3838242.0339300004, Perimeter 7837.298000000001
Case 3181: Area 2779730.1797879995, Perimeter 6758.031999999999
Case 3182: Area 156386.14465600002, Perimeter 2187.436
Case 3183: Area 3027462.841521, Perimeter 6959.844
Case 3184: Area 3580585.036578, Perimeter 7569.918
Case 3185: Area 3480134.4531360003, Perimeter 7462.476000000001
Case 3186: Area 3799501.699806, Perimeter 7797.71
Case 3187: Area 177313.706211, Perimeter 1794.424
Case 3188: Area 3091151.746526, Perimeter 7033.17
Case 3189: Area 3660950.3645400004, Perimeter 7655.698
Case 3190: Area 3846602.5901180003, Perimeter 7845.822
Case 3191: Area 3094531.4531119997, Perimeter 7066.314
Case 3192: Area 3579207.424821, Perimeter 7571.860000000001
Case 3193: Area 3849300.183232, Perimeter 7848.284
Case 3194: Area 3322243.313064, Perimeter 7311.882
Case 3195: Area 1962649.738206, Perimeter 5613.714
Case 3196: Area 3929648.0809950004, Perimeter 7929.336
Case 3197: Area 1150717.273233, Perimeter 4319.932
Case 3198: Area 3659426.8231619997, Perimeter 7653.046
Case 3199: Area 3607599.980413, Perimeter 7597.948
Case 3200: Area 2906335.6478740005, Perimeter 6830.150000000001
Case 3201: Area 3263107.841112, Perimeter 7250.954
Case 3202: Area 3844541.3090560003, Perimeter 7843.34
Case 3203: Area 2209838.5961519997, Perimeter 6015.634
Case 3204: Area 3631284.700025, Perimeter 7622.412
Case 3205: Area 3866087.562279, Perimeter 7865.407999999999
Case 3206: Area 2924881.6464, Perimeter 6852.32
Case 3207: Area 2982732.819154, Perimeter 6908.29
Case 3208: Area 3757025.94092, Perimeter 7753.308
Case 3209: Area 3805992.63744, Perimeter 7805.704
Case 3210: Area 3876529.7046900005, Perimeter 7875.878000000001
Case 3211: Area 3620685.571706, Perimeter 7611.69
Case 3212: Area 3364757.121726, Perimeter 7337.31
Case 3213: Area 3417016.012176, Perimeter 7401.904
Case 3214: Area 3726063.87096, Perimeter 7723.166
Case 3215: Area 3837145.5113819996, Perimeter 7835.965999999999
Case 3216: Area 3482400.02964, Perimeter 7464.484
Case 3217: Area 3830013.6784, Perimeter 7828.255999999999
Case 3218: Area 3941583.3454360003, Perimeter 7941.376
Case 3219: Area 3795222.716168, Perimeter 7793.358
Case 3220: Area 3566971.7353580003, Perimeter 7555.302
Case 3221: Area 3898602.4819420003, Perimeter 7897.954
Case 3222: Area 3872689.4329199996, Perimeter 7871.683999999999
Case 3223: Area 3838322.9414489996, Perimeter 7837.459999999999
Case 3224: Area 3575602.674335, Perimeter 7570.896000000001
Case 3225: Area 3928125.3741939995, Perimeter 7927.802
Case 3226: Area 3649425.4751080004, Perimeter 7642.702
Case 3227: Area 3860097.3568849997, Perimeter 7859.028
Case 3228: Area 3627789.7685040003, Perimeter 7619.49
Case 3229: Area 3800728.1491199997, Perimeter 7798.216
Case 3230: Area 3753451.732371, Perimeter 7749.544
Case 3231: Area 3803490.4562960006, Perimeter 7801.02
Case 3232: Area 3837356.419092, Perimeter 7836.184
Case 3233: Area 3468844.963832, Perimeter 7451.6759999999995
Case 3234: Area 3171582.4511, Perimeter 7159.200000000001
Case 3235: Area 3287833.4375319993, Perimeter 7284.625999999999
Case 3236: Area 3299945.943965, Perimeter 7266.564
Case 3237: Area 3780718.8675450003, Perimeter 7779.916
Case 3238: Area 3830163.4388280003, Perimeter 7828.432000000001
Case 3239: Area 3641197.351915, Perimeter 7639.304
Case 3240: Area 3524286.15072, Perimeter 7520.7119999999995
Case 3241: Area 3883890.2296999996, Perimeter 7883.358
Case 3242: Area 3753797.8240700006, Perimeter 7753.0380000000005
Case 3243: Area 3865430.0595039995, Perimeter 7864.342
Case 3244: Area 3341518.0423609996, Perimeter 7316.724
Case 3245: Area 2473902.9196200003, Perimeter 6395.162
Case 3246: Area 3388954.499744, Perimeter 7377.6900000000005
Case 3247: Area 3602962.450146, Perimeter 7592.606
Case 3248: Area 3778582.9736059997, Perimeter 7777.314
Case 3249: Area 3598894.9981499994, Perimeter 7593.286
Case 3250: Area 3839103.326085, Perimeter 7837.708
Case 3251: Area 3306046.704197, Perimeter 7285.044
Case 3252: Area 3594536.162992, Perimeter 7584.026
Case 3253: Area 3596764.280476, Perimeter 7588.16
Case 3254: Area 0.0, Perimeter 0.0
Case 3255: Area 3694427.47008, Perimeter 7688.384
Case 3256: Area 3782391.833115, Perimeter 7779.528
Case 3257: Area 3850813.629854, Perimeter 7849.4580000000005
Case 3258: Area 2469772.519434, Perimeter 6294.1900000000005
Case 3259: Area 3654516.9203220005, Perimeter 7650.466
Case 3260: Area 3832614.1077590003, Perimeter 7831.4400000000005
Case 3261: Area 3842353.7439299994, Perimeter 7841.4619999999995
Case 3262: Area 520457.87987999996, Perimeter 3233.834
Case 3263: Area 3836511.43356, Perimeter 7835.252
Case 3264: Area 3812623.629556, Perimeter 7810.714
Case 3265: Area 2832362.50382, Perimeter 6735.546
Case 3266: Area 3693319.778916, Perimeter 7687.75
Case 3267: Area 1631564.428715, Perimeter 5109.912
Case 3268: Area 3942506.3775989995, Perimeter 7942.4
Case 3269: Area 3660848.611344, Perimeter 7656.652
Case 3270: Area 3482892.4620999997, Perimeter 7466.121999999999
Case 3271: Area 2362153.1702670003, Perimeter 6201.224
Case 3272: Area 3625840.6532940003, Perimeter 7616.798000000001
Case 3273: Area 1725066.4473, Perimeter 5261.304
Case 3274: Area 3820249.863459, Perimeter 7819.24
Case 3275: Area 3461150.3577480004, Perimeter 7447.142
Case 3276: Area 3906677.703894, Perimeter 7906.202
Case 3277: Area 3216434.606492, Perimeter 7174.134
Case 3278: Area 2683449.274662, Perimeter 6569.866
Case 3279: Area 3897205.917605, Perimeter 7896.564
Case 3280: Area 3247910.7349549998, Perimeter 7213.752
Case 3281: Area 3882515.5190879996, Perimeter 7881.798
Case 3282: Area 3695092.7453439995, Perimeter 7690.498
Case 3283: Area 3785775.4262799993, Perimeter 7783.4839999999995
Case 3284: Area 3481007.5063199997, Perimeter 7465.834
Case 3285: Area 3706515.876454, Perimeter 7701.442
Case 3286: Area 3967472.6174719995, Perimeter 7967.423999999999
Case 3287: Area 2646693.065889, Perimeter 6511.332
Case 3288: Area 3869845.979226, Perimeter 7868.89
Case 3289: Area 3834893.1037860005, Perimeter 7833.426
Case 3290: Area 3867827.1528959996, Perimeter 7866.719999999999
Case 3291: Area 3786820.8496999997, Perimeter 7785.24
Case 3292: Area 3737894.47248, Perimeter 7736.858
Case 3293: Area 2834842.51281, Perimeter 6736.442
Case 3294: Area 3730214.1466039997, Perimeter 7725.87
Case 3295: Area 3425281.7797120004, Perimeter 7409.816000000001
Case 3296: Area 3920496.5547149996, Perimeter 7920.103999999999
Case 3297: Area 3769580.6041530003, Perimeter 7766.228
Case 3298: Area 2823911.10302, Perimeter 6754.896
Case 3299: Area 3347301.7824950004, Perimeter 7319.616
Case 3300: Area 3774868.163364, Perimeter 7771.88
Case 3301: Area 3528309.082752, Perimeter 7519.564
Case 3302: Area 3878595.617088, Perimeter 7878.2119999999995
Case 3303: Area 3727475.906506, Perimeter 7724.41
Case 3304: Area 3641723.0841960004, Perimeter 7633.32
Case 3305: Area 3319191.36256, Perimeter 7289.288
Case 3306: Area 3216319.3822160005, Perimeter 7174.566000000001
Case 3307: Area 1036175.9393050001, Perimeter 4500.524
Case 3308: Area 3633517.5177599997, Perimeter 7627.602
Case 3309: Area 3604524.49726, Perimeter 7595.696
Case 3310: Area 3760566.5841400004, Perimeter 7757.104
Case 3311: Area 3911967.383814, Perimeter 7911.618
Case 3312: Area 3600324.359697, Perimeter 7592.356
Case 3313: Area 3571799.169708, Perimeter 7559.682000000001
Case 3314: Area 3905218.587335, Perimeter 7904.784
Case 3315: Area 3316952.355834, Perimeter 7286.33
Case 3316: Area 3746485.9302639994, Perimeter 7742.8099999999995
Case 3317: Area 3436127.388837, Perimeter 7416.116
Case 3318: Area 3799182.05576, Perimeter 7797.936
Case 3319: Area 3639370.752926, Perimeter 7630.853999999999
Case 3320: Area 3842057.2160879998, Perimeter 7840.748
Case 3321: Area 3616344.405466, Perimeter 7609.39
Case 3322: Area 3870710.449384, Perimeter 7869.77
Case 3323: Area 3727737.680912, Perimeter 7725.876
Case 3324: Area 3806177.22034, Perimeter 7803.826
Case 3325: Area 3944525.034864, Perimeter 7944.332
Case 3326: Area 3712228.595424, Perimeter 7707.91
Case 3327: Area 31679.733551999994, Perimeter 986.144
Case 3328: Area 3820547.1978960005, Perimeter 7818.49
Case 3329: Area 3780082.766214, Perimeter 7776.982
Case 3330: Area 3335394.030339, Perimeter 7309.719999999999
Case 3331: Area 3747586.3821900003, Perimeter 7745.014
Case 3332: Area 3664065.656, Perimeter 7659.432
Case 3333: Area 3889199.348838, Perimeter 7888.4220000000005
Case 3334: Area 3766202.7775299996, Perimeter 7764.646
Case 3335: Area 3181450.8552750004, Perimeter 7142.200000000001
Case 3336: Area 2972913.96288, Perimeter 6897.451999999999
Case 3337: Area 3843141.7109600003, Perimeter 7841.862
Case 3338: Area 3695479.595892, Perimeter 7691.526
Case 3339: Area 3795294.7295339997, Perimeter 7794.59
Case 3340: Area 2580576.157593, Perimeter 6426.8279999999995
Case 3341: Area 3795874.965945, Perimeter 7793.236
Case 3342: Area 3788285.930484, Perimeter 7786.09
Case 3343: Area 3626228.778271, Perimeter 7617.4400000000005
Case 3344: Area 3783500.268129, Perimeter 7780.54
Case 3345: Area 3791834.591118, Perimeter 7789.621999999999
Case 3346: Area 405260.737812, Perimeter 2557.374
Case 3347: Area 3855321.2435040004, Perimeter 7854.658
Case 3348: Area 3713012.3754919996, Perimeter 7708.146
Case 3349: Area 3539916.1140199997, Perimeter 7529.064
Case 3350: Area 3732091.736954, Perimeter 7728.942
Case 3351: Area 3713902.3231240003, Perimeter 7709.05
Case 3352: Area 3776066.00331, Perimeter 7774.0779999999995
Case 3353: Area 3854982.249278, Perimeter 7854.102000000001
Case 3354: Area 3145760.9384879996, Perimeter 7108.588
Case 3355: Area 0.0, Perimeter 0.0
Case 3356: Area 3719445.297718, Perimeter 7715.042
Case 3357: Area 3735882.256369, Perimeter 7732.252
Case 3358: Area 3937633.7348260004, Perimeter 7937.41
Case 3359: Area 3511130.0197489997, Perimeter 7496.628
Case 3360: Area 2772499.2207840006, Perimeter 6660.462
Case 3361: Area 3760844.352816, Perimeter 7757.92
Case 3362: Area 167808.359813, Perimeter 1651.572
Case 3363: Area 3578753.159036, Perimeter 7567.074
Case 3364: Area 2226447.020652, Perimeter 5988.334
Case 3365: Area 3780010.1419740003, Perimeter 7777.1900000000005
Case 3366: Area 3818303.9128079996, Perimeter 7816.492
Case 3367: Area 0.0, Perimeter 0.0
Case 3368: Area 3878588.3080240004, Perimeter 7877.722
Case 3369: Area 3541776.150075, Perimeter 7533.352
Case 3370: Area 3602347.69759, Perimeter 7592.0740000000005
Case 3371: Area 3422876.719008, Perimeter 7400.902
Case 3372: Area 3852786.2332880003, Perimeter 7851.462
Case 3373: Area 3468928.761088, Perimeter 7450.688
Case 3374: Area 3847811.90163, Perimeter 7846.534
Case 3375: Area 11050.252242000004, Perimeter 665.626
Case 3376: Area 3059273.69343, Perimeter 6996.353999999999
Case 3377: Area 3444311.438708, Perimeter 7423.602
Case 3378: Area 2925147.8436669996, Perimeter 6865.816
Case 3379: Area 3837363.650016, Perimeter 7835.816
Case 3380: Area 3687882.9579020003, Perimeter 7681.554
Case 3381: Area 3908609.7503599995, Perimeter 7908.114
Case 3382: Area 3296669.750436, Perimeter 7263.0740000000005
Case 3383: Area 3814548.3283019997, Perimeter 7813.766
Case 3384: Area 1742633.3710450002, Perimeter 5415.476000000001
Case 3385: Area 3917448.21215, Perimeter 7917.018
Case 3386: Area 3899540.399175, Perimeter 7899.12
Case 3387: Area 3860294.5226439997, Perimeter 7859.48
Case 3388: Area 3738481.587018, Perimeter 7734.278
Case 3389: Area 3669312.453357, Perimeter 7664.804
Case 3390: Area 3252907.539297, Perimeter 7242.396000000001
Case 3391: Area 3725790.3900999995, Perimeter 7721.474
Case 3392: Area 3683742.22757, Perimeter 7683.0419999999995
Case 3393: Area 3287739.9703, Perimeter 7262.018
Case 3394: Area 3779888.062496, Perimeter 7776.78
Case 3395: Area 3929341.12633, Perimeter 7929.058
Case 3396: Area 2417070.096522, Perimeter 6220.726000000001
Case 3397: Area 3710616.244102, Perimeter 7705.966
Case 3398: Area 1670410.4018879998, Perimeter 5507.018
Case 3399: Area 3839337.320048, Perimeter 7837.998
Case 3400: Area 3880845.478125, Perimeter 7879.964
Case 3401: Area 3654484.972182, Perimeter 7646.794
Case 3402: Area 3707628.8642549994, Perimeter 7703.9039999999995
Case 3403: Area 3618186.9053260004, Perimeter 7610.41
Case 3404: Area 3740885.577, Perimeter 7737.139999999999
Case 3405: Area 3531537.72378, Perimeter 7521.382
Case 3406: Area 3804313.6762659997, Perimeter 7801.933999999999
Case 3407: Area 3895752.1815420003, Perimeter 7895.066000000001
Case 3408: Area 3705473.660924, Perimeter 7702.29
Case 3409: Area 3172933.226107, Perimeter 7166.0560000000005
Case 3410: Area 3622943.848506, Perimeter 7613.614
Case 3411: Area 3938566.008637001, Perimeter 7938.436000000001
Case 3412: Area 3904013.586263, Perimeter 7903.632
Case 3413: Area 3792408.4014480007, Perimeter 7790.1720000000005
Case 3414: Area 3774175.2160739996, Perimeter 7771.278
Case 3415: Area 1442402.311281, Perimeter 4810.34
Case 3416: Area 2471807.9473800003, Perimeter 6325.262000000001
Case 3417: Area 3192728.4804959996, Perimeter 7151.744
Case 3418: Area 3113147.3834339995, Perimeter 7075.861999999999
Case 3419: Area 3868333.255971, Perimeter 7867.32
Case 3420: Area 3709189.973043, Perimeter 7704.632
Case 3421: Area 3823963.4047360006, Perimeter 7823.33
Case 3422: Area 3793422.3572339998, Perimeter 7791.438
Case 3423: Area 3507967.0306800003, Perimeter 7493.244000000001
Case 3424: Area 3730246.334507, Perimeter 7727.976000000001
Case 3425: Area 3917632.560256, Perimeter 7917.26
Case 3426: Area 3276551.735562, Perimeter 7240.606
Case 3427: Area 3679210.43744, Perimeter 7672.536
Case 3428: Area 3836115.940294, Perimeter 7835.098
Case 3429: Area 3709307.3929200005, Perimeter 7706.082
Case 3430: Area 3876463.868256, Perimeter 7875.5
Case 3431: Area 3862081.787328, Perimeter 7860.872
Case 3432: Area 3567022.6818, Perimeter 7562.18
Case 3433: Area 3741537.0233699996, Perimeter 7739.074
Case 3434: Area 3839362.7693660003, Perimeter 7837.734
Case 3435: Area 3603551.33061, Perimeter 7594.326
Case 3436: Area 3756162.0555160004, Perimeter 7752.710000000001
Case 3437: Area 3752227.9309499995, Perimeter 7748.61
Case 3438: Area 3848062.57803, Perimeter 7846.678
Case 3439: Area 2036212.8511199998, Perimeter 5712.838
Case 3440: Area 3685163.684928, Perimeter 7678.862
Case 3441: Area 3906123.1690129996, Perimeter 7905.708
Case 3442: Area 2832553.143747, Perimeter 6732.616
Case 3443: Area 3788259.493068, Perimeter 7785.522
Case 3444: Area 3852332.2819660003, Perimeter 7851.07
Case 3445: Area 3785186.6966419998, Perimeter 7782.294
Case 3446: Area 3569030.2582379994, Perimeter 7558.0019999999995
Case 3447: Area 3448754.9509199997, Perimeter 7438.405999999999
Case 3448: Area 3819498.67047, Perimeter 7818.1539999999995
Case 3449: Area 3872924.9005480004, Perimeter 7872.082
Case 3450: Area 3546430.1767160003, Perimeter 7532.934
Case 3451: Area 3830789.8756980007, Perimeter 7828.962
Case 3452: Area 3598596.503874, Perimeter 7588.978
Case 3453: Area 3628644.1727340003, Perimeter 7620.262000000001
Case 3454: Area 3779673.860465, Perimeter 7776.996
Case 3455: Area 3833850.986394, Perimeter 7832.8099999999995
Case 3456: Area 2811923.700568, Perimeter 6711.621999999999
Case 3457: Area 3686763.379585, Perimeter 7680.932000000001
Case 3458: Area 1930352.4062200002, Perimeter 5722.006
Case 3459: Area 3156273.1655679997, Perimeter 7124.317999999999
Case 3460: Area 3843806.3632, Perimeter 7842.334
Case 3461: Area 3730592.752958, Perimeter 7728.282
Case 3462: Area 3761777.202156, Perimeter 7759.414
Case 3463: Area 3794467.684948, Perimeter 7792.378000000001
